movieId,title_x,genres,matched_title,title_y,popularity,keywords,release_date
41,Richard III (1995),Drama|War,Richard III,Richard III,0.841,,1908-09-26
41,Richard III (1995),Drama|War,Richard III,Richard III,0.6,,1911-05-10
41,Richard III (1995),Drama|War,Richard III,Richard III,0.6,,1986-01-01
42,Dead Presidents (1995),Action|Crime|Drama,Dead Presidents,Dead Presidents,13.345,vietnam-drug abuse-post-traumatic stress disorder (ptsd)-war veteran-redemption-loss of virginity-heist-money-revolutinoary-mercy killing-armored truck-bronx new york city-medic-1960s,1995-09-29
43,Restoration (1995),Drama,Restoration,Restoration,14.405,jealousy-medicine-fountain-court-wealth-spaniel-gloves-17th century-british monarchy,1995-12-29
43,Restoration (1995),Drama,Restoration,Restoration,5.572,,2016-05-03
43,Restoration (1995),Drama,Restoration,Restoration,1.4,,2016-02-19
43,Restoration (1995),Drama,Restoration,Restoration,0.671,,2016-08-06
43,Restoration (1995),Drama,Restoration,Restoration,0.637,,2013-11-17
43,Restoration (1995),Drama,Restoration,Restoration,0.6,first nations-short film,2016-06-02
43,Restoration (1995),Drama,Restoration,Restoration,0.6,,2015-02-19
43,Restoration (1995),Drama,Restoration,Restoration,0.6,,2010-01-14
44,Mortal Kombat (1995),Action|Adventure|Fantasy,Mortal Kombat,Mortal Kombat,110.478,saving the world-magic-ninja fighter-alternate dimension-shaolin monk-fighting-based on video game-martial arts tournament-gods-hand to hand combat,2021-04-07
44,Mortal Kombat (1995),Action|Adventure|Fantasy,Mortal Kombat,Mortal Kombat,19.967,saving the world-martial arts-monster-island-magic-villain-alternate dimension-ninja-gore-sorcerer-tournament-underground fighting-based on video game-gods-ghost-hand to hand combat-warrior-action hero-supernatural power-mortal kombat-good versus evil,1995-08-18
45,To Die For (1995),Comedy|Drama|Thriller,To Die For,To Die For,13.43,adultery-based on novel or book-winter-obsession-new hampshire-mockumentary-narcissistic personality disorder,1995-09-22
45,To Die For (1995),Comedy|Drama|Thriller,To Die For,To Die For,6.483,can feda-canfeda,2018-04-06
45,To Die For (1995),Comedy|Drama|Thriller,To Die For,To Die For,2.195,,1988-01-01
45,To Die For (1995),Comedy|Drama|Thriller,To Die For,To Die For,1.899,london england-aids-ghost-gay,1994-12-02
46,How to Make an American Quilt (1995),Drama|Romance,How to Make an American Quilt,How to Make an American Quilt,9.119,wedding vows-marriage proposal-married couple-monogamy-advice-marriage-quilt-love-family holiday-extramarital affair-grandmother-woman director,1995-10-06
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,AJW Zenjo Queendom 1995,AJW Zenjo Queendom 1995,0.6,,1995-02-26
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,45.907,culture clash-forbidden love-colony-musical-gold rush-princess-native american-colonisation-virginia-star crossed lovers-intercultural relationship-based on myths legends or folklore-17th century-shamanism-animal sidekick,1995-06-14
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,3.619,,1994-10-19
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,2.356,,1995-10-16
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,1.577,pocahontas-wabuu,1995-01-01
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,1.472,pocahontas-wabuu,1995-01-01
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,1.031,pocahontas-wabuu,1995-01-01
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,Pocahontas,0.6,,2010-01-05
49,When Night Is Falling (1995),Drama|Romance,When Night Is Falling,When Night Is Falling,9.51,professor-lgbt-woman director-lesbian,1995-02-01
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,The Usual Suspects,The Usual Suspects,37.936,new york city-relatives-flashback-heist-police corruption-whodunit-theft-criminal-criminal mastermind-cargo ship-mind game-neo-noir-mystery villain-crime,1995-07-19
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,Mighty Aphrodite,Mighty Aphrodite,13.106,prostitute-adoption-adoptive father-childlessness-looking for  birth parents-adoptive mother-illegal prostitution-child,1995-09-13
53,Lamerica (1994),Adventure|Drama,Lamerica,Lamerica,3.379,,1994-09-09
53,Lamerica (1994),Adventure|Drama,Lamerica,Lamerica,0.6,,2015-10-15
54,"Big Green, The (1995)",Children|Comedy,The Big Green,The Big Green,6.967,sports-football (soccer)-woman director,1995-09-29
55,Georgia (1995),Drama,Georgia,Georgia,2.461,sibling relationship-alcohol-seattle usa-heroin-artist-singer-drugs-folk singer-sister sister relationship,1995-05-19
55,Georgia (1995),Drama,Georgia,Georgia,0.84,mother-drowning-money laundering-shower-adoption-investigation-murder-foot chase-police detective-art gallery-pier-researcher-movie set-truck crash-auditor-female photographer-masked villain-state library victoria,1989-10-12
55,Georgia (1995),Drama,Georgia,Georgia,0.69,based on true story-short film,2021-01-22
55,Georgia (1995),Drama,Georgia,Georgia,0.6,,1967-02-02
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,10.737,generations conflict-baltimore usa-thanksgiving-family clan-family conflict-woman director-christmas,1995-11-02
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,3.164,christmas,2005-12-15
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,0.999,,2017-12-18
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,0.993,,2017-12-18
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,0.69,,2017-12-18
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,0.626,addiction-family conflict-lockdown-christmas-lonely woman-short film,2020-12-13
57,Home for the Holidays (1995),Drama,Home for the Holidays,Home for the Holidays,0.6,addiction-family conflict-lockdown-christmas-lonely woman-short film,2020-12-13
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,15.704,based on novel or book-anti hero-post-apocalyptic future-army-fictional war-fighting-alternate reality-future war-tyranny-mail carrier-tyrannical boss,1997-12-25
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,9.952,island-letter-postman-naples italy-fisherman-poet-love-poverty,1994-04-07
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,1.682,postman,1972-04-01
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,1.4,egypt-blackmail-letter-post-village,1968-01-01
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.656,,2013-06-25
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.602,,2013-06-25
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.6,,2016-12-31
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.6,,2019-10-15
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.6,,1980-01-02
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.6,,2009-07-17
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,The Postman,The Postman,0.6,norway-horror-empty house,2019-10-15
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,The Indian in the Cupboard,The Indian in the Cupboard,24.691,cupboard-games-puppet-based on children's book-parallel world-toy comes to life-toy soldier,1995-07-14
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,24.645,rape-gun-self-defense-rape and revenge-grieving parents,1996-01-12
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,12.898,galicia spain-thriller-mafia,2019-08-30
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,1.029,revenge,1971-04-29
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,0.705,treasure-ship-pirate gang-pirate-canteen-ship's crew-short film,2020-05-06
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,0.6,,1966-03-18
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye,Eye for an Eye,0.6,,2016-02-22
62,Mr. Holland's Opus (1995),Drama,Mr. Holland's Opus,Mr. Holland's Opus,14.691,husband wife relationship-composer-mentor-deaf-mute-portland oregon-music teacher-apprentice-high school-marching band-teacher student relationship-high school teacher-disabled-teaching-sign languages-father son relationship,1995-12-29
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,72.427,date-slang-hip-hop-gangster-cousin-parody-hood-gang-social satire-racism,1996-01-12
64,Two if by Sea (1996),Comedy|Romance,Two If by Sea,Two If by Sea,6.864,island-painting-thief-seasickness,1996-01-12
65,Bio-Dome (1996),Comedy,Bio-Dome,Bio-Dome,8.004,biotope-vegetarian-pollution-biosphere,1996-01-12
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,9.586,technology-hacker-virtual reality-computer-sword fight-revenge-cyberpunk-scientist-cyberspace-surveillance-based on short story-world domination-supernatural power,1996-01-12
68,French Twist (Gazon maudit) (1995),Comedy|Romance,French Twist,French Twist,12.84,estate agent-van-love triangle-southern france-menage a trois-polyamory-woman director,1995-01-18
69,Friday (1995),Comedy,Friday,Friday,42.278,rap music-parent child relationship-drug dealer-male friendship-rapper-urban life-slacker-bully-marijuana-pot smoking-los angeles california-drugs,1995-04-26
69,Friday (1995),Comedy,Friday,Friday,2.599,,2016-03-26
69,Friday (1995),Comedy,Friday,Friday,1.381,,2021-02-12
69,Friday (1995),Comedy,Friday,Friday,0.743,,2010-01-02
69,Friday (1995),Comedy,Friday,Friday,0.6,,
69,Friday (1995),Comedy,Friday,Friday,0.6,high school-school shooting-suspense,2021-05-25
69,Friday (1995),Comedy,Friday,Friday,0.6,,2019-11-24
69,Friday (1995),Comedy,Friday,Friday,0.6,,2009-01-25
69,Friday (1995),Comedy,Friday,Friday,0.6,,2020-09-01
69,Friday (1995),Comedy,Friday,Friday,0.6,based on song poem or rhyme,2016-09-08
69,Friday (1995),Comedy,Friday,Friday,0.6,documentary filmmaking-short film,2020-12-08
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,From Dusk Till Dawn,From Dusk Till Dawn,31.632,dancing-sibling relationship-showdown-sheriff-bank robber-vampire-holy water-siege-stripper-priest-bank robbery-preacher-hostage situation-crucifix-recreational vehicle-mexican american border-female stripping-boa constrictor-foot fetish-barefoot,1996-01-19
71,Fair Game (1995),Action,Fair Game,Fair Game,14.889,bomb-miami florida-spy-detective-handcuffs-based on novel or book-hostage-fbi-kidnapping-hacker-kgb-chase-sadism-parking garage-pizza-police protection-psychopath-remake-car crash-conspiracy-on the run-fugitive-shootout-gunfight-sadist-foot chase-police detective-police station-held at gunpoint-double cross-cult film-machine gun-grenade launcher-rogue agent-woman lawyer-damsel in distress,1995-11-03
71,Fair Game (1995),Action,Fair Game,Fair Game,10.771,cia-nuclear scientist-iraq-politician-duringcreditsstinger,2010-05-20
71,Fair Game (1995),Action,Fair Game,Fair Game,5.027,exploitation-australia-cult film-outback-terrorized,1986-07-24
71,Fair Game (1995),Action,Fair Game,Fair Game,1.637,italy-world cup-romantic rivalry,1994-06-11
71,Fair Game (1995),Action,Fair Game,Fair Game,1.527,partially lost film-fragment,1928-02-21
71,Fair Game (1995),Action,Fair Game,Fair Game,0.938,,2005-02-12
71,Fair Game (1995),Action,Fair Game,Fair Game,0.6,,1982-01-01
71,Fair Game (1995),Action,Fair Game,Fair Game,0.6,sports-australian rules football,2017-09-03
72,Kicking and Screaming (1995),Comedy|Drama,Kicking and Screaming,Kicking and Screaming,9.044,male friendship-college-friendship-campus-video store-graduate,1995-10-06
73,"Misérables, Les (1995)",Drama|War,Les Miserables,Les Miserables,9.334,paris france-nun-boxer-lawyer,1995-03-22
73,"Misérables, Les (1995)",Drama|War,Les Miserables,Les Miserables,2.48,france-ex-con,1952-08-14
73,"Misérables, Les (1995)",Drama|War,Les Miserables,Les Miserables,1.091,,1943-10-04
73,"Misérables, Les (1995)",Drama|War,Les Miserables,Les Miserables,0.6,,1978-03-11
74,Bed of Roses (1996),Drama|Romance,Bed of Roses,Bed of Roses,6.467,florist-family relationships,1996-01-26
74,Bed of Roses (1996),Drama|Romance,Bed of Roses,Bed of Roses,1.444,prison-mistress-drinking-pre-code-barge-cotton,1933-06-29
75,Big Bully (1996),Comedy|Drama,Big Bully,Big Bully,8.076,bully,1996-01-26
76,Screamers (1995),Action|Sci-Fi|Thriller,Screamers,Screamers,9.03,man vs machine-alien planet-struggle for survival,1995-09-08
76,Screamers (1995),Action|Sci-Fi|Thriller,Screamers,Screamers,1.4,woman director,2006-12-08
76,Screamers (1995),Action|Sci-Fi|Thriller,Screamers,Screamers,0.6,,1994-01-01
77,Nico Icon (1995),Documentary,Nico Icon,Nico Icon,2.52,,1995-02-18
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,The Crossing Guard,The Crossing Guard,8.757,loss of loved one-hit-and-run-revenge-tragedy,1995-11-15
79,"Juror, The (1996)",Drama|Thriller,The Juror,The Juror,11.887,jurors-blackmail-court case-son-trial-courtroom-courtroom drama-legal thriller,1996-02-02
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,The White Balloon,The White Balloon,7.256,fish-money-celebration-goldfish,1995-02-02
