movieId,title_x,genres,matched_title,title_y,popularity,keywords,release_date
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,The White Balloon,The White Balloon,7.256,fish-money-celebration-goldfish,1995-02-02
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,16.972,bounty hunter-parent child relationship-boat-way of life-coffin-denver colorado-godmother-paranoia-hitman-gangster-friendship-psychopath-revenge-murder-mafia-diner-illegal prostitution-extramarital affair,1995-12-01
82,Antonia's Line (Antonia) (1995),Comedy|Drama,Antonia's Line,Antonia's Line,8.114,suicide-underdog-free love-philosophy-rape-loss of loved one-mentally disabled-parent child relationship-village life-world war ii-feminism-indian summer -family history-widow-peasant-village-mathematics-freedom-right and justice-single-male homosexuality-domestic violence-university-woman director,1995-09-21
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,Once Upon a Time in Beirut,Once Upon a Time in Beirut,0.6,woman director,1995-01-02
85,Angels and Insects (1995),Drama|Romance,Angels and Insects,Angels and Insects,5.186,insect-class society-rich woman poor man-victorian england-scientist-incest-based on short story-naturalist,1995-09-10
86,White Squall (1996),Action|Adventure|Drama,White Squall,White Squall,9.31,sailing trip-diary-sailing-survival-coming of age-teenage boy-discipline-squall-sail-caribbean sea-male bonding-seasickness-storm at sea-1960s,1996-02-02
87,Dunston Checks In (1996),Children|Comedy,Dunston Checks In,Dunston Checks In,13.69,boss-fistfight-bully-orangutan-single father-hotel manager-jewel theft-employer employee relationship-bali-father son relationship-brother brother relationship-mischief,1996-01-12
88,Black Sheep (1996),Comedy,Black Sheep,Black Sheep,16.196,corrupt politician-nitrous oxide-candid camera-double act-political satire-woman director,1996-02-01
89,Nick of Time (1995),Action|Thriller,Nick of Time,Nick of Time,9.999,assassination-politics-los angeles california,1995-11-22
92,Mary Reilly (1996),Drama|Horror|Thriller,Mary Reilly,Mary Reilly,11.089,servant-monster-laboratory-jekyll and hyde-housemaid-19th century,1996-02-23
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Vampire in Brooklyn,Vampire in Brooklyn,15.997,vampire-brooklyn new york city,1995-10-26
94,Beautiful Girls (1996),Comedy|Drama|Romance,Beautiful Girls,Beautiful Girls,9.192,small town-massachusetts-friendship-coming of age-hometown-group of friends,1996-02-09
95,Broken Arrow (1996),Action|Adventure|Thriller,Broken Arrow,Broken Arrow,20.4,helicopter-river-captain-underground-mexican standoff-countdown-pilot-fistfight-canyon-major-betrayal-gunfight-train-explosion-park ranger-desert-military-nuclear device-boxing-stealth aircraft-abandoned mine-action hero-humvee-good versus evil,1996-02-09
96,In the Bleak Midwinter (1995),Comedy|Drama,In the Bleak Midwinter,In the Bleak Midwinter,2.502,theatre group-black and white-hamlet-christmas-theater,1995-09-29
97,"Hate (Haine, La) (1995)",Crime|Drama,ECW Heat Wave 1995,ECW Heat Wave 1995,0.882,,1995-07-15
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,2.346,narration-based on true story-hollywood-prostitution-sex crime,1995-12-27
100,City Hall (1996),Drama|Thriller,City Hall,City Hall,12.727,corruption-undercover-war on drugs-mayor-drug dealer-presidential election-undercover agent-investigation-police-drugs,1996-02-16
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Bottle Rocket,Bottle Rocket,11.223,sibling relationship-robbery-burglar-language barrier-motel-heist-psychiatric hospital-maid-theft-nervous breakdown-escapade-laundry room-based on short film,1996-02-21
102,Mr. Wrong (1996),Comedy,Mr. Wrong,Mr. Wrong,5.452,,1996-02-16
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,Unforgettable,Unforgettable,21.335,ex husband-woman director,2017-03-06
104,Happy Gilmore (1996),Comedy,Happy Gilmore,Happy Gilmore,19.803,loss of loved one-golf-sports-taxes,1996-02-16
105,"Bridges of Madison County, The (1995)",Drama|Romance,The Bridges of Madison County,The Bridges of Madison County,21.922,adultery-love at first sight-based on novel or book-photographer-husband wife relationship-iowa-love of one's life-mother role-bridge-housewife-love letter-peasant-marriage crisis-photography-unsociability-secret love,1995-05-28
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Nobody Loves Me,Nobody Loves Me,1.209,woman director,1994-03-09
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Muppet Treasure Island,Muppet Treasure Island,9.687,island-pirate gang-puppet-treasure hunt-puppetry,1996-02-16
108,Catwalk (1996),Documentary,ECW Heat Wave 1996,ECW Heat Wave 1996,1.348,,1996-07-13
110,Braveheart (1995),Action|Drama|War,Braveheart,Braveheart,28.04,勇敢的心-braveheart,1995-05-24
111,Taxi Driver (1976),Crime|Drama|Thriller,Taxi Driver,Taxi Driver,82.403,drug dealer-vietnam veteran-new york city-taxi-pornography-obsession-taxi driver-pimp-firearm-politician-alienation-junk food-misanthrophy-vigilante-illegal prostitution-character study-loner-manhattan new york city-neo-noir-child prostitution-new hollywood-drives,1976-02-09
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Rumble in the Bronx,Rumble in the Bronx,38.15,new york city-martial arts-diamond-supermarket-gang war-disabled child-vigilante-revenge-organized crime-gang-fish out of water-wedding-urban setting-street life-bronx new york city-duringcreditsstinger-action hero,1995-01-21
113,Before and After (1996),Drama|Mystery,Before and After,Before and After,9.626,suspicion of murder-family drama-crime investigation-murdered teen,1996-02-23
116,Anne Frank Remembered (1995),Documentary,Anne Frank Remembered,Anne Frank Remembered,2.291,fascism-auschwitz-birkenau concentration camp-typhus-victim-interview-prejudice-burglary-rabbit,1995-06-08
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,The Young Poisoner's Handbook,The Young Poisoner's Handbook,4.156,london england-poison-stepmother-based on true story-murder-serial killer-mental institution-psychiatrist-social misfit,1995-01-20
118,If Lucy Fell (1996),Comedy|Romance,If Lucy Fell,If Lucy Fell,7.008,roommate-single-love-best friend-brooklyn bridge,1996-03-08
119,"Steal Big, Steal Little (1995)",Comedy,Steal Big Steal Little,Steal Big Steal Little,2.658,sibling relationship-twin brother-lawyer-estate-santa barbara california,1995-09-29
121,"Boys of St. Vincent, The (1992)",Drama,The Boys of St. Vincent,The Boys of St. Vincent,5.248,child abuse-1970s-newfoundland and labrador-orphanage-based on true story-catholic priest-男孩-恋童,1992-12-06
122,Boomerang (1992),Comedy|Romance,Boomerang,Boomerang,15.832,ladykiller-success-ladies' man-chefin-casanova-womanizer,1992-06-30
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Chungking Express,Chungking Express,35.775,ex-girlfriend-drug smuggling-girlfriend-police-snack bar-romance-hong kong-expiration date-flight attendant-cleaning,1994-07-14
125,Flirting With Disaster (1996),Comedy,Flirting with Disaster,Flirting with Disaster,8.987,lsd-looking for  birth parents-half-brother,1996-03-22
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,The NeverEnding Story III,The NeverEnding Story III,13.925,flying-magic-sequel-dragon-based on children's book-fantasy world,1994-10-26
128,Jupiter's Wife (1994),Documentary,Winter 1994,Winter 1994,0.6,,1994-06-03
129,Pie in the Sky (1996),Comedy|Romance,Pie in the Sky,Pie in the Sky,1.554,career-romance-los angeles california-first love-traffic,1996-02-09
132,Jade (1995),Thriller,Vale Tudo Japan 1995,Vale Tudo Japan 1995,0.6,,1995-04-20
135,Down Periscope (1996),Comedy,Down Periscope,Down Periscope,16.454,submarine-mutiny-u.s. navy-misfit-maverick-hijinks-nemesis-navy lieutenant-comradeship-nuclear submarine-navy officer-comedy of errors-navy admiral-band of misfits-war games-naval command,1996-03-01
137,Man of the Year (1995),Documentary,Man of the Story,Man of the Story,1.39,independence movement-single mother-stammering,1995-09-14
140,Up Close and Personal (1996),Drama|Romance,Up Close & Personal,Up Close & Personal,14.629,miami florida-career-reporter,1996-03-01
141,"Birdcage, The (1996)",Comedy,The Birdcage,The Birdcage,17.247,drag queen-homophobia-florida-coming out-nightclub-senator-politician-remake-based on play or musical-conservative-cross dressing-lgbt-gay father-south beach-playing straight-gay parents-drag club,1996-03-08
144,"Brothers McMullen, The (1995)",Comedy,The Brothers McMullen,The Brothers McMullen,5.331,love-best friend-true love-irish catholic,1995-08-09
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Bad Boys,Bad Boys,217.438,miami florida-mexican standoff-male friendship-witness protection-stripper-car crash-strip club-internal affairs-police corruption-gunfight-foot chase-drug lord-murder investigation-nostalgic-hangar-loose cannon-buddy cop-male camaraderie-narcotics detective-action hero-buddy movie-murder witness-buddy detective duo-stolen drugs,1995-04-07
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,The Amazing Panda Adventure,The Amazing Panda Adventure,7.148,china-panda-poacher,1995-08-25
147,"Basketball Diaries, The (1995)",Drama,The Basketball Diaries,The Basketball Diaries,22.99,new york city-heroin-sports-basketball-addiction-friends-based on memoir or autobiography-drugs-1960s-school suspension-teenager,1995-04-21
148,"Awfully Big Adventure, An (1995)",Drama,An Awfully Big Adventure,An Awfully Big Adventure,3.218,england-based on novel or book-liverpool-theatre company-1940s,1995-07-21
149,Amateur (1994),Crime|Drama|Thriller,Amateur,Amateur,16.225,sports-basketball-sport competition,2018-04-06
150,Apollo 13 (1995),Adventure|Drama|IMAX,Apollo 13,Apollo 13,22.112,moon-florida-nasa-spaceman-race against time-houston-based on true story-space-rescue-survival-disaster-explosion-astronaut-hypothermia-apollo program-lunar mission-spacecraft accident,1995-06-30
151,Rob Roy (1995),Action|Drama|Romance|War,Rob Roy,Rob Roy,14.047,scotland-biography-18th century-highlands-violent man-scottish highlands,1995-04-13
152,"Addiction, The (1995)",Drama|Horror,The Addiction,The Addiction,8.113,new york city-philosophy-vampire-addiction,1995-01-10
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Batman Forever,Batman Forever,46.556,riddle-superhero-villain-rose-based on comic-partner-robin-broken neck-psychologist-criminal-district attorney-millionaire-super power-falling down stairs-tied up-tommy gun-beretta-knocked out-disfigurement-father figure-good versus evil,1995-06-16
154,Beauty of the Day (Belle de jour) (1967),Drama,The Trail of the Broken Blade,The Trail of the Broken Blade,1.441,martial arts-wuxia,1967-03-04
155,Beyond Rangoon (1995),Adventure|Drama|War,Beyond Rangoon,Beyond Rangoon,10.261,burma-rangoon-doctor,1995-05-24
156,Blue in the Face (1995),Comedy|Drama,Blue in the Face,Blue in the Face,7.245,smoking-corner shop-cigarette-tobacco,1995-09-15
157,Canadian Bacon (1995),Comedy|War,Canadian Bacon,Canadian Bacon,8.338,the white house-political satire-international relations-war plan red,1995-06-08
158,Casper (1995),Adventure|Children,Casper,Casper,41.572,halloween-friendship-supernatural-afterlife-friends-super power-ghost-disorder-young heroes-imaginary-mischievous children-ghost child,1995-05-26
159,Clockers (1995),Crime|Drama|Mystery,Clockers,Clockers,9.029,drug pusher-train-drugs-drug lord-brooklyn new york city-housing project-inner city life,1995-09-15
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Congo,Congo,16.215,gorilla-based on novel or book-diamond-congo-diamond mine-tribe-survival-zoologist,1995-06-09
161,Crimson Tide (1995),Drama|Thriller|War,Crimson Tide,Crimson Tide,21.283,submarine-terrorist-mutiny-missile-nuclear missile-embassy-u.s. navy-battle for power-military-moral dilemma-post cold war-aircraft carrier-chain of command-launch code-sonar-nuclear submarine,1995-05-12
162,Crumb (1994),Documentary,Winter 1994,Winter 1994,0.6,,1994-06-03
163,Desperado (1995),Action|Romance|Western,Desperado,Desperado,33.232,gunslinger-anti terror-ambush-mexico-showdown-guitar-hitman-bartender-revenge-tragic hero-shootout-mariachi-explosion-brutality-drug lord-leg brace-concealed weapon-book store,1995-08-25
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress,Devil in a Blue Dress,15.247,based on novel or book-war veteran-jazz club-murder-los angeles california-private detective-missing person-neo-noir-1940s,1995-09-15
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,Die Hard: With a Vengeance,Die Hard: With a Vengeance,47.557,new york city-bomb-taxi-riddle-robbery-detective-helicopter-gold-fbi-fistfight-police-sequel-revenge-deception-flashback-shootout-explosion-cargo ship-simon says-dump truck-aqueduct-bomb threat-action hero-federal reserve bank-nyc subway,1995-05-19
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,The Doom Generation,The Doom Generation,11.138,california-nihilism-eroticism-nazi-punk rock-friendship-fellatio-controversy-surrealism-severed head-drifter-on the road-threesome-shoplifting-polyamory-voyeur-crystal meth,1995-10-27
168,First Knight (1995),Action|Drama|Romance,First Knight,First Knight,11.767,camelot-knight-king arthur-excalibur-knights of the round table-lancelot,1995-07-07
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,Free Willy 2: The Adventure Home,Free Willy 2: The Adventure Home,15.383,human animal relationship-whale-killer whale,1995-07-19
170,Hackers (1995),Action|Adventure|Crime|Thriller,Hackers 95,Hackers 95,0.995,hacker-computer history,1995-08-04
171,Jeffrey (1995),Comedy|Drama,Jeffrey,Jeffrey,4.826,new york city-aids-celibacy-hiv-priest-based on play or musical-gay interest-fate-manhattan new york city-1990s-gay friends-male male relationship-gay lead character-gay,1995-08-18
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Johnny Mnemonic,Johnny Mnemonic,13.001,virtual reality-dystopia-pharmaceutical industry-computer chip-courier-cyber-cyberpunk-cyberspace-based on short story,1995-05-26
